  533×12 table

         TestFolder          Accuracy    BestGuess    GuessScore       AN          CE          DS          HP          NE          SA          SC          SR   
    "S7/S7FM2/S7FM2HP"              0      "AN"        0.71429       0.71429     0.14286    0.047619           0           0           0    0.095238           0
    "S7/S7FM3/S7FM3HP"              0      "AN"              1             1           0           0           0           0           0           0           0
    "S7/S7NM4/S7NM4HP"        0.72222      "HP"        0.72222       0.11111           0     0.11111     0.72222           0           0           0    0.055556
    "S10/S10MK2/S10MK2HP"           1      "HP"              1             0           0           0           1           0           0           0           0
    "S10/S10MK1/S10MK1HP"     0.42857      "DS"        0.52381      0.047619           0     0.52381     0.42857           0           0           0           0
    "S10/S10MK3/S10MK3HP"     0.42857      "HP"        0.42857      0.047619           0     0.33333     0.42857           0           0           0     0.19048
    "S10/S10MK4/S10MK4HP"     0.90476      "HP"        0.90476             0           0    0.047619     0.90476           0           0           0    0.047619
    "S10/S10NM2/S10NM2HP"           1      "HP"              1             0           0           0           1           0           0           0           0
    "S11/S11MK2/S11MK2HP"     0.57143      "HP"        0.57143             0           0     0.42857     0.57143           0           0           0           0
    "S11/S11MK1/S11MK1HP"     0.90476      "HP"        0.90476             0           0    0.095238     0.90476           0           0           0           0
    "S11/S11NM3/S11NM3HP"     0.52381      "HP"        0.52381       0.19048           0     0.28571     0.52381           0           0           0           0
    "S12/S12MK2/S12MK2HP"           0      "DS"              1             0           0           1           0           0           0           0           0
    "S12/S12MK1/S12MK1HP"           1      "HP"              1             0           0           0           1           0           0           0           0
    "S12/S12NM2/S12NM2HP"     0.94737      "HP"        0.94737             0           0    0.052632     0.94737           0           0           0           0
    "S13/S13MK1/S13MK1HP"        0.75      "HP"           0.75          0.05           0        0.15        0.75           0           0           0        0.05
    "S14/S14HD1/S14HD1HP"        0.85      "HP"           0.85             0           0         0.1        0.85           0           0           0        0.05
    "S14/S14GL1/S14GL1HP"     0.85714      "HP"        0.85714       0.14286           0           0     0.85714           0           0           0           0
    "S14/S14MK1/S14MK1HP"           1      "HP"              1             0           0           0           1           0           0           0           0
    "S14/S14NM2/S14NM2HP"        0.85      "HP"           0.85             0         0.1           0        0.85           0           0        0.05           0
    "S15/S15MK1/S15MK1HP"     0.33333      "DS"        0.47619      0.095238           0     0.47619     0.33333           0           0           0    0.095238
    "S16/S16MK1/S16MK1HP"     0.80952      "HP"        0.80952      0.095238           0    0.095238     0.80952           0           0           0           0
    "S17/S17MK1/S17MK1HP"     0.13333      "SR"            0.6       0.13333           0     0.13333     0.13333           0           0           0         0.6
    "S18/S18MK1/S18MK1HP"     0.33333      "DS"        0.47619      0.095238           0     0.47619     0.33333           0           0           0    0.095238
    "S19/S19GL1/S19GL1HP"    0.047619      "AN"        0.57143       0.57143           0     0.28571    0.047619           0    0.095238           0           0
    "S19/S19MK1/S19MK1HP"     0.66667      "HP"        0.66667             0           0     0.19048     0.66667           0           0           0     0.14286
    "S20/S20MK1/S20MK1HP"    0.047619      "AN"        0.47619       0.47619    0.047619     0.19048    0.047619           0           0     0.19048    0.047619
    "S21/S21MK1/S21MK1HP"     0.52381      "HP"        0.52381      0.095238           0     0.28571     0.52381           0           0           0    0.095238
    "S1/S1GL1/S1GL1NE"              0      "SA"           0.85             0        0.05         0.1           0           0        0.85           0           0
    "S1/S1HD1/S1HD1NE"        0.28571      "SA"        0.57143       0.14286           0           0           0     0.28571     0.57143           0           0
    "S1/S1HD2/S1HD2NE"        0.47368      "NE"        0.47368             0    0.052632           0           0     0.47368     0.42105           0    0.052632
    "S1/S1MK1/S1MK1NE"              0      "AN"        0.57143       0.57143           0      0.2381     0.19048           0           0           0           0
    "S1/S1MK2/S1MK2NE"              0      "SA"        0.47619       0.14286     0.14286     0.14286           0           0     0.47619    0.095238           0
    "S1/S1MK3/S1MK3NE"              0      "DS"        0.55556       0.44444           0     0.55556           0           0           0           0           0
    "S1/S1MK4/S1MK4NE"       0.047619      "SR"        0.61905             0           0     0.14286           0    0.047619           0     0.19048     0.61905
    "S1/S1MK5/S1MK5NE"        0.42857      "SC"        0.47619             0           0           0           0     0.42857    0.095238     0.47619           0
    "S1/S1MK6/S1MK6NE"       0.047619      "SA"        0.85714             0    0.047619    0.047619           0    0.047619     0.85714           0           0
    "S1/S1MK7/S1MK7NE"       0.034483      "SR"        0.34483       0.27586           0    0.068966           0    0.034483           0     0.27586     0.34483
    "S1/S1MK8/S1MK8NE"              0      "DS"         0.7619        0.2381           0      0.7619           0           0           0           0           0
    "S1/S1NM2/S1NM2NE"       0.047619      "SA"        0.85714             0    0.095238           0           0    0.047619     0.85714           0           0
    "S2/S2HD1/S2HD1NE"              0      "HP"        0.71429             0           0    0.047619     0.71429           0      0.2381           0           0
    "S2/S2GL1/S2GL1NE"              0      "CE"        0.33333       0.19048     0.33333      0.2381      0.2381           0           0           0           0
    "S2/S2NM2/S2NM2NE"        0.80952      "NE"        0.80952             0           0           0           0     0.80952     0.14286           0    0.047619
    "S3/S3HD1/S3HD1NE"        0.71429      "NE"        0.71429      0.095238           0           0           0     0.71429           0           0     0.19048
    "S3/S3HD2/S3HD2NE"            0.4      "NE"            0.4           0.1           0         0.1        0.05         0.4        0.25         0.1           0
    "S3/S3MK1/S3MK1NE"        0.85714      "NE"        0.85714             0           0           0           0     0.85714           0     0.14286           0
    "S3/S3MK2/S3MK2NE"       0.047619      "DS"        0.28571      0.047619     0.28571     0.28571     0.19048    0.047619     0.14286           0           0
    "S3/S3MK3/S3MK3NE"        0.38095      "AN"        0.57143       0.57143           0           0    0.047619     0.38095           0           0           0
    "S3/S3MK4/S3MK4NE"              0      "DS"        0.71429       0.28571           0     0.71429           0           0           0           0           0
    "S3/S3MK5/S3MK5NE"              0      "SR"        0.28571      0.047619           0     0.28571      0.2381           0           0     0.14286     0.28571
    "S3/S3NM3/S3NM3NE"        0.80952      "NE"        0.80952       0.19048           0           0           0     0.80952           0           0           0
    "S4/S4GL1/S4GL1NE"       0.047619      "AN"        0.52381       0.52381    0.047619           0      0.2381    0.047619           0     0.14286           0
    "S4/S4HD1/S4HD1NE"        0.19048      "SC"        0.42857        0.2381           0           0           0     0.19048     0.14286     0.42857           0
    "S4/S4MK1/S4MK1NE"              0      "AN"            0.7           0.7           0         0.2         0.1           0           0           0           0
    "S4/S4NM2/S4NM2NE"           0.05      "SC"           0.85             0           0        0.05           0        0.05        0.05        0.85           0
    "S5/S5MK1/S5MK1NE"        0.61905      "NE"        0.61905      0.047619           0    0.047619           0     0.61905     0.19048    0.047619    0.047619
    "S5/S5MK2/S5MK2NE"              0      "HP"        0.40909      0.045455           0     0.40909     0.40909           0           0           0     0.13636
    "S5/S5MK3/S5MK3NE"              0      "DS"        0.71429             0    0.047619     0.71429      0.2381           0           0           0           0
    "S5/S5MK4/S5MK4NE"              0      "HP"           0.65          0.15           0         0.2        0.65           0           0           0           0
    "S5/S5NM4/S5NM4NE"         0.2381      "SA"        0.57143       0.14286    0.047619           0           0      0.2381     0.57143           0           0
    "S6/S6MK1/S6MK1NE"        0.33333      "SC"        0.33333             0    0.047619           0           0     0.33333     0.19048     0.33333    0.095238
    "S6/S6MK2/S6MK2NE"              0      "DS"        0.38095             0           0     0.38095     0.14286           0    0.047619     0.14286     0.28571
    "S7/S7MK1/S7MK1NE"              0      "DS"        0.71429       0.28571           0     0.71429           0           0           0           0           0
    "S7/S7MK2/S7MK2NE"              0      "AN"        0.55556       0.55556           0      0.2963    0.037037           0           0           0     0.11111
    "S7/S7MK3/S7MK3NE"        0.47368      "NE"        0.47368      0.052632           0     0.31579     0.10526     0.47368           0    0.052632           0
    "S7/S7HD1/S7HD1NE"       0.047619      "SA"        0.52381      0.047619           0    0.047619     0.14286    0.047619     0.52381     0.19048           0
    "S7/S7HD2/S7HD2NE"        0.14286      "SA"        0.85714             0           0           0           0     0.14286     0.85714           0           0
    "S7/S7FM1/S7FM1NE"              0      "HP"        0.57143       0.33333           0    0.047619     0.57143           0    0.047619           0           0
    "S7/S7FM2/S7FM2NE"              0      "AN"        0.90476       0.90476    0.047619           0           0           0           0    0.047619           0
    "S7/S7FM3/S7FM3NE"              0      "AN"              1             1           0           0           0           0           0           0           0
    "S7/S7NM4/S7NM4NE"        0.52381      "NE"        0.52381             0           0           0    0.095238     0.52381     0.38095           0           0
    "S10/S10MK2/S10MK2NE"    0.095238      "SR"        0.33333       0.19048           0    0.095238     0.19048    0.095238           0    0.095238     0.33333
    "S10/S10MK1/S10MK1NE"     0.57143      "NE"        0.57143       0.28571    0.095238           0           0     0.57143           0           0    0.047619
    "S10/S10MK3/S10MK3NE"           0      "DS"        0.68182       0.18182           0     0.68182           0           0           0           0     0.13636
    "S10/S10MK4/S10MK4NE"           0      "DS"        0.47619             0     0.19048     0.47619     0.19048           0           0           0     0.14286
    "S10/S10NM2/S10NM2NE"     0.47619      "NE"        0.47619        0.2381           0           0           0     0.47619     0.14286     0.14286           0
    "S11/S11MK2/S11MK2NE"           0      "HP"        0.47619             0           0     0.38095     0.47619           0           0           0     0.14286
    "S11/S11MK1/S11MK1NE"           0      "HP"        0.81818             0           0     0.18182     0.81818           0           0           0           0
    "S11/S11NM3/S11NM3NE"     0.33333      "SC"        0.38095        0.2381           0           0           0     0.33333    0.047619     0.38095           0
    "S12/S12MK2/S12MK2NE"           0      "DS"        0.85714             0    0.095238     0.85714    0.047619           0           0           0           0
    "S12/S12MK1/S12MK1NE"           0      "DS"        0.85714             0           0     0.85714    0.095238           0           0           0    0.047619
    "S12/S12NM2/S12NM2NE"     0.42857      "NE"        0.42857             0     0.19048           0           0     0.42857     0.28571    0.095238           0
    "S13/S13MK1/S13MK1NE"           0      "DS"        0.80952             0           0     0.80952    0.047619           0           0    0.047619    0.095238
    "S14/S14HD1/S14HD1NE"         0.2      "DS"           0.45          0.05        0.05        0.45         0.1         0.2           0        0.15           0
    "S14/S14GL1/S14GL1NE"           0      "SA"           0.75          0.05           0        0.15        0.05           0        0.75           0           0
    "S14/S14MK1/S14MK1NE"     0.61905      "NE"        0.61905       0.14286           0    0.047619           0     0.61905    0.047619           0     0.14286
    "S14/S14NM2/S14NM2NE"     0.71429      "NE"        0.71429             0    0.047619     0.19048           0     0.71429    0.047619           0           0
    "S15/S15MK1/S15MK1NE"           0      "SR"        0.85714      0.047619           0    0.047619    0.047619           0           0           0     0.85714
    "S16/S16MK1/S16MK1NE"      0.2381      "HP"        0.38095             0           0     0.28571     0.38095      0.2381    0.047619    0.047619           0
    "S17/S17MK1/S17MK1NE"     0.14286      "SR"        0.61905      0.095238           0           0           0     0.14286     0.14286           0     0.61905
    "S18/S18MK1/S18MK1NE"     0.42857      "NE"        0.42857             0           0     0.14286           0     0.42857     0.33333    0.095238           0
    "S19/S19GL1/S19GL1NE"           0      "SA"        0.45455             0    0.090909     0.27273     0.18182           0     0.45455           0           0
    "S19/S19MK1/S19MK1NE"           0      "DS"        0.52381             0           0     0.52381     0.28571           0           0           0     0.19048
    "S20/S20MK1/S20MK1NE"           0      "AN"        0.66667       0.66667           0     0.19048    0.095238           0           0           0    0.047619
    "S21/S21MK1/S21MK1NE"           0      "DS"        0.90476             0           0     0.90476    0.095238           0           0           0           0
    "S1/S1GL1/S1GL1SA"        0.77273      "SA"        0.77273             0     0.13636    0.090909           0           0     0.77273           0           0
    "S1/S1HD1/S1HD1SA"        0.66667      "SA"        0.66667       0.28571           0    0.047619           0           0     0.66667           0           0
    "S1/S1HD2/S1HD2SA"        0.28571      "NE"        0.42857             0     0.14286    0.047619           0     0.42857     0.28571           0    0.095238
    "S1/S1MK1/S1MK1SA"              0      "AN"        0.57143       0.57143           0     0.42857           0           0           0           0           0
    "S1/S1MK2/S1MK2SA"        0.38095      "SA"        0.38095             0     0.19048     0.14286           0           0     0.38095     0.28571           0
    "S1/S1MK3/S1MK3SA"              0      "DS"        0.80952       0.19048           0     0.80952           0           0           0           0           0
    "S1/S1MK4/S1MK4SA"              0      "SR"        0.57143       0.14286    0.095238    0.047619           0    0.047619           0    0.095238     0.57143
    "S1/S1MK5/S1MK5SA"            0.2      "DS"            0.3             0           0         0.3           0         0.2         0.2        0.15        0.15
    "S1/S1MK6/S1MK6SA"         0.7619      "SA"         0.7619             0           0     0.19048           0    0.047619      0.7619           0           0
    "S1/S1MK7/S1MK7SA"              0      "AN"        0.33333       0.33333           0    0.095238    0.095238    0.095238           0     0.28571    0.095238
    "S1/S1MK8/S1MK8SA"              0      "DS"            0.8           0.2           0         0.8           0           0           0           0           0
    "S1/S1NM2/S1NM2SA"        0.66667      "SA"        0.66667      0.047619      0.2381           0           0    0.047619     0.66667           0           0
    "S2/S2HD1/S2HD1SA"       0.047619      "HP"         0.7619      0.047619    0.095238    0.047619      0.7619           0    0.047619           0           0
    "S2/S2GL1/S2GL1SA"              0      "AN"        0.28571       0.28571      0.2381      0.2381     0.14286           0           0    0.047619    0.047619
    "S2/S2NM2/S2NM2SA"       0.095238      "NE"        0.52381       0.19048           0           0           0     0.52381    0.095238     0.14286    0.047619
    "S3/S3HD1/S3HD1SA"              0      "AN"        0.52381       0.52381           0           0           0     0.42857           0           0    0.047619
    "S3/S3HD2/S3HD2SA"        0.47619      "SA"        0.47619             0     0.47619    0.047619           0           0     0.47619           0           0
    "S3/S3MK1/S3MK1SA"        0.14286      "AN"        0.80952       0.80952           0    0.047619           0           0     0.14286           0           0
    "S3/S3MK2/S3MK2SA"              0      "DS"            0.4           0.3         0.3         0.4           0           0           0           0           0
    "S3/S3MK3/S3MK3SA"              0      "AN"              1             1           0           0           0           0           0           0           0
    "S3/S3MK4/S3MK4SA"              0      "DS"        0.57143       0.42857           0     0.57143           0           0           0           0           0
    "S3/S3MK5/S3MK5SA"              0      "DS"        0.52381             0           0     0.52381      0.2381           0           0    0.095238     0.14286
    "S3/S3NM3/S3NM3SA"           0.45      "SA"           0.45          0.35           0         0.2           0           0        0.45           0           0
    "S4/S4GL1/S4GL1SA"              0      "AN"        0.61905       0.61905           0     0.33333           0           0           0    0.047619           0
    "S4/S4HD1/S4HD1SA"              0      "SC"        0.95238      0.047619           0           0           0           0           0     0.95238           0
    "S4/S4MK1/S4MK1SA"              0      "AN"            0.5           0.5           0         0.1         0.4           0           0           0           0
    "S4/S4NM2/S4NM2SA"        0.31579      "SC"        0.63158             0           0           0           0           0     0.31579     0.63158    0.052632
    "S5/S5MK1/S5MK1SA"            0.4      "DS"           0.45             0        0.05        0.45           0        0.05         0.4        0.05           0
    "S5/S5MK2/S5MK2SA"       0.047619      "DS"        0.66667      0.047619           0     0.66667     0.19048           0    0.047619           0    0.047619
    "S5/S5MK3/S5MK3SA"              0      "DS"            0.8           0.1           0         0.8         0.1           0           0           0           0
    "S5/S5MK4/S5MK4SA"              0      "DS"        0.57143        0.2381           0     0.57143     0.19048           0           0           0           0
    "S5/S5NM4/S5NM4SA"           0.65      "SA"           0.65          0.15        0.15           0           0        0.05        0.65           0           0
    "S6/S6MK1/S6MK1SA"        0.38095      "SA"        0.38095      0.047619    0.047619     0.28571           0     0.14286     0.38095    0.095238           0
    "S6/S6MK2/S6MK2SA"              0      "DS"        0.78947             0           0     0.78947           0           0           0     0.21053           0
    "S7/S7MK1/S7MK1SA"              0      "DS"        0.66667       0.33333           0     0.66667           0           0           0           0           0
    "S7/S7MK2/S7MK2SA"              0      "DS"        0.38095       0.28571           0     0.38095    0.095238           0           0           0      0.2381
    "S7/S7MK3/S7MK3SA"        0.19048      "NE"        0.47619       0.19048           0    0.047619           0     0.47619     0.19048           0    0.095238
    "S7/S7HD1/S7HD1SA"           0.35      "SC"            0.6             0           0        0.05           0           0        0.35         0.6           0
    "S7/S7HD2/S7HD2SA"              1      "SA"              1             0           0           0           0           0           1           0           0
    "S7/S7FM1/S7FM1SA"              0      "AN"        0.52381       0.52381           0    0.047619     0.42857           0           0           0           0
    "S7/S7FM2/S7FM2SA"              0      "AN"         0.7619        0.7619    0.047619    0.095238           0           0           0    0.095238           0
    "S7/S7FM3/S7FM3SA"              0      "AN"              1             1           0           0           0           0           0           0           0
    "S7/S7NM4/S7NM4SA"         0.7619      "SA"         0.7619             0           0           0           0      0.2381      0.7619           0           0
    "S10/S10MK2/S10MK2SA"           0      "AN"            0.6           0.6           0        0.05        0.05           0           0        0.15        0.15
    "S10/S10MK1/S10MK1SA"    0.095238      "AN"        0.47619       0.47619    0.047619     0.33333           0    0.047619    0.095238           0           0
    "S10/S10MK3/S10MK3SA"           0      "SR"        0.80952      0.095238           0    0.095238           0           0           0           0     0.80952
    "S10/S10MK4/S10MK4SA"           0      "SR"            0.5             0           0         0.5           0           0           0           0         0.5
    "S10/S10NM2/S10NM2SA"         0.1      "SC"            0.5           0.4           0           0           0           0         0.1         0.5           0
    "S11/S11MK2/S11MK2SA"           0      "DS"        0.47619      0.095238    0.095238     0.47619     0.14286           0           0           0     0.19048
    "S11/S11MK1/S11MK1SA"           0      "HP"           0.65             0           0        0.35        0.65           0           0           0           0
    "S11/S11NM3/S11NM3SA"           0      "SC"        0.38095        0.2381           0      0.2381           0     0.14286           0     0.38095           0
    "S12/S12MK2/S12MK2SA"           0      "DS"        0.95238             0    0.047619     0.95238           0           0           0           0           0
    "S12/S12MK1/S12MK1SA"           0      "DS"        0.95238             0           0     0.95238    0.047619           0           0           0           0
    "S12/S12NM2/S12NM2SA"     0.33333      "SC"        0.47619      0.095238           0           0           0    0.095238     0.33333     0.47619           0
    "S13/S13MK1/S13MK1SA"           0      "SR"        0.47619             0           0     0.19048     0.28571           0           0    0.047619     0.47619
    "S14/S14HD1/S14HD1SA"     0.15789      "DS"        0.26316       0.15789     0.21053     0.26316           0     0.10526     0.15789     0.10526           0
    "S14/S14GL1/S14GL1SA"     0.61111      "SA"        0.61111       0.16667           0     0.22222           0           0     0.61111           0           0
    "S14/S14MK1/S14MK1SA"     0.42857      "SA"        0.42857      0.095238    0.047619           0           0    0.047619     0.42857           0     0.38095
    "S14/S14NM2/S14NM2SA"     0.52381      "SA"        0.52381      0.095238     0.14286           0           0      0.2381     0.52381           0           0
    "S15/S15MK1/S15MK1SA"           0      "DS"        0.66667             0           0     0.66667    0.047619           0           0    0.095238     0.19048
    "S16/S16MK1/S16MK1SA"     0.33333      "SA"        0.33333       0.14286           0     0.28571     0.14286    0.047619     0.33333    0.047619           0
    "S17/S17MK1/S17MK1SA"    0.095238      "AN"        0.33333       0.33333           0    0.095238    0.047619    0.047619    0.095238     0.14286      0.2381
    "S18/S18MK1/S18MK1SA"     0.19048      "DS"        0.61905             0           0     0.61905    0.047619           0     0.19048           0     0.14286
    "S19/S19GL1/S19GL1SA"     0.42857      "SA"        0.42857             0    0.047619     0.38095     0.14286           0     0.42857           0           0
    "S19/S19MK1/S19MK1SA"           0      "HP"            0.6             0           0         0.4         0.6           0           0           0           0
    "S20/S20MK1/S20MK1SA"           0      "AN"        0.52381       0.52381           0     0.33333    0.095238           0           0    0.047619           0
    "S21/S21MK1/S21MK1SA"           0      "DS"        0.90476             0           0     0.90476    0.047619           0           0           0    0.047619
    "S1/S1GL1/S1GL1SC"              0      "SA"         0.7619       0.19048    0.047619           0           0           0      0.7619           0           0
    "S1/S1HD1/S1HD1SC"           0.25      "SA"            0.4          0.35           0           0           0           0         0.4        0.25           0
    "S1/S1HD2/S1HD2SC"            0.3      "SC"            0.3           0.1           0           0           0        0.15        0.25         0.3         0.2
    "S1/S1MK1/S1MK1SC"       0.047619      "AN"        0.66667       0.66667           0     0.14286     0.14286           0           0    0.047619           0
    "S1/S1MK2/S1MK2SC"        0.66667      "SC"        0.66667             0    0.095238    0.047619           0           0    0.047619     0.66667     0.14286
    "S1/S1MK3/S1MK3SC"       0.090909      "DS"        0.45455       0.45455           0     0.45455           0           0           0    0.090909           0
    "S1/S1MK4/S1MK4SC"        0.22727      "SR"        0.31818       0.31818           0    0.090909           0    0.045455           0     0.22727     0.31818
    "S1/S1MK5/S1MK5SC"              0      "NE"        0.38095       0.19048           0     0.33333    0.095238     0.38095           0           0           0
    "S1/S1MK6/S1MK6SC"        0.47619      "SC"        0.47619      0.047619           0    0.095238           0           0     0.14286     0.47619      0.2381
    "S1/S1MK7/S1MK7SC"           0.55      "SC"           0.55          0.15           0           0         0.1        0.05           0        0.55        0.15
    "S1/S1MK8/S1MK8SC"              0      "DS"        0.85714       0.14286           0     0.85714           0           0           0           0           0
    "S1/S1NM2/S1NM2SC"              0      "SA"        0.71429      0.047619           0           0           0     0.19048     0.71429           0    0.047619
    "S2/S2HD1/S2HD1SC"        0.28571      "DS"        0.61905      0.095238           0     0.61905           0           0           0     0.28571           0
    "S2/S2GL1/S2GL1SC"        0.47619      "SC"        0.47619       0.33333           0           0     0.19048           0           0     0.47619           0
    "S2/S2NM2/S2NM2SC"           0.35      "HP"            0.4          0.15        0.05           0         0.4           0           0        0.35        0.05
    "S3/S3HD1/S3HD1SC"        0.19048      "AN"        0.47619       0.47619           0           0           0     0.14286           0     0.19048     0.19048
    "S3/S3HD2/S3HD2SC"        0.42857      "SC"        0.42857       0.33333           0           0           0    0.047619           0     0.42857     0.19048
    "S3/S3MK1/S3MK1SC"        0.38095      "SC"        0.38095       0.33333           0     0.19048           0           0           0     0.38095    0.095238
    "S3/S3MK2/S3MK2SC"              0      "DS"        0.64286       0.14286    0.047619     0.64286     0.16667           0           0           0           0
    "S3/S3MK3/S3MK3SC"       0.095238      "AN"         0.7619        0.7619           0    0.047619    0.047619           0           0    0.095238    0.047619
    "S3/S3MK4/S3MK4SC"        0.33333      "DS"        0.38095       0.28571           0     0.38095           0           0           0     0.33333           0
    "S3/S3MK5/S3MK5SC"            0.1      "DS"            0.4             0           0         0.4        0.15           0           0         0.1        0.35
    "S3/S3NM3/S3NM3SC"              0      "HP"        0.52381       0.38095           0    0.047619     0.52381           0           0           0    0.047619
    "S4/S4GL1/S4GL1SC"              0      "AN"        0.57143       0.57143           0     0.42857           0           0           0           0           0
    "S4/S4HD1/S4HD1SC"         0.7619      "SC"         0.7619        0.2381           0           0           0           0           0      0.7619           0
    "S4/S4MK1/S4MK1SC"       0.047619      "AN"        0.47619       0.47619           0     0.42857    0.047619           0           0    0.047619           0
    "S4/S4NM2/S4NM2SC"              1      "SC"              1             0           0           0           0           0           0           1           0
    "S5/S5MK1/S5MK1SC"         0.2381      "SA"        0.28571       0.19048    0.047619     0.19048           0    0.047619     0.28571      0.2381           0
    "S5/S5MK2/S5MK2SC"       0.095238      "DS"        0.61905             0           0     0.61905      0.2381           0           0    0.095238    0.047619
    "S5/S5MK3/S5MK3SC"              0      "DS"        0.66667       0.19048           0     0.66667     0.14286           0           0           0           0
    "S5/S5MK4/S5MK4SC"              0      "HP"        0.57143       0.19048           0      0.2381     0.57143           0           0           0           0
    "S5/S5NM4/S5NM4SC"        0.52381      "SC"        0.52381        0.2381    0.047619           0           0    0.047619     0.14286     0.52381           0
    "S6/S6MK1/S6MK1SC"              0      "SR"              1             0           0           0           0           0           0           0           1
    "S6/S6MK2/S6MK2SC"        0.85714      "SC"        0.85714             0           0           0           0           0           0     0.85714     0.14286
    "S7/S7MK1/S7MK1SC"              0      "DS"        0.52381       0.47619           0     0.52381           0           0           0           0           0
    "S7/S7MK2/S7MK2SC"              0      "DS"        0.42857       0.28571           0     0.42857           0           0           0           0     0.28571
    "S7/S7MK3/S7MK3SC"        0.90476      "SC"        0.90476             0           0    0.095238           0           0           0     0.90476           0
    "S7/S7HD1/S7HD1SC"        0.57895      "SC"        0.57895             0           0     0.42105           0           0           0     0.57895           0
    "S7/S7HD2/S7HD2SC"        0.57143      "SC"        0.57143      0.047619           0    0.095238           0           0    0.095238     0.57143     0.19048
    "S7/S7FM1/S7FM1SC"        0.47619      "SC"        0.47619       0.42857           0    0.047619    0.047619           0           0     0.47619           0
    "S7/S7FM2/S7FM2SC"        0.28571      "AN"        0.47619       0.47619    0.095238     0.14286           0           0           0     0.28571           0
    "S7/S7FM3/S7FM3SC"       0.047619      "AN"         0.7619        0.7619           0     0.19048           0           0           0    0.047619           0
    "S7/S7NM4/S7NM4SC"        0.38095      "SC"        0.38095       0.14286           0    0.047619           0           0     0.33333     0.38095    0.095238
    "S10/S10MK2/S10MK2SC"      0.2381      "SR"        0.47619        0.2381    0.047619           0           0           0           0      0.2381     0.47619
    "S10/S10MK1/S10MK1SC"           0      "DS"        0.52381       0.33333           0     0.52381           0     0.14286           0           0           0
    "S10/S10MK3/S10MK3SC"      0.2381      "SR"        0.33333      0.095238           0     0.28571    0.047619           0           0      0.2381     0.33333
    "S10/S10MK4/S10MK4SC"    0.047619      "DS"        0.57143             0           0     0.57143           0           0           0    0.047619     0.38095
    "S10/S10NM2/S10NM2SC"     0.33333      "AN"        0.66667       0.66667           0           0           0           0           0     0.33333           0
    "S11/S11MK2/S11MK2SC"           0      "SR"        0.38095       0.28571           0     0.33333           0           0           0           0     0.38095
    "S11/S11MK1/S11MK1SC"           0      "HP"            0.6          0.15           0        0.25         0.6           0           0           0           0
    "S11/S11NM3/S11NM3SC"     0.85714      "SC"        0.85714             0           0           0           0     0.14286           0     0.85714           0
    "S12/S12MK2/S12MK2SC"           0      "DS"              1             0           0           1           0           0           0           0           0
    "S12/S12MK1/S12MK1SC"           0      "DS"        0.57143      0.047619           0     0.57143    0.047619           0           0           0     0.33333
    "S12/S12NM2/S12NM2SC"     0.71429      "SC"        0.71429             0           0           0      0.2381           0           0     0.71429    0.047619
    "S13/S13MK1/S13MK1SC"        0.35      "SR"           0.35             0           0         0.3           0           0           0        0.35        0.35
    "S14/S14HD1/S14HD1SC"     0.47619      "SC"        0.47619       0.14286    0.047619     0.33333           0           0           0     0.47619           0
    "S14/S14GL1/S14GL1SC"           0      "DS"        0.38095       0.33333           0     0.38095           0           0     0.28571           0           0
    "S14/S14MK1/S14MK1SC"        0.65      "SC"           0.65           0.2           0        0.05           0           0           0        0.65         0.1
    "S14/S14NM2/S14NM2SC"     0.38095      "SC"        0.38095       0.28571    0.095238     0.19048           0    0.047619           0     0.38095           0
    "S15/S15MK1/S15MK1SC"      0.7619      "SC"         0.7619      0.095238           0    0.095238           0           0           0      0.7619    0.047619
    "S16/S16MK1/S16MK1SC"     0.45455      "SC"        0.45455             0           0     0.31818     0.18182           0    0.045455     0.45455           0
    "S17/S17MK1/S17MK1SC"     0.28571      "AN"        0.38095       0.38095           0     0.33333           0           0           0     0.28571           0
    "S18/S18MK1/S18MK1SC"     0.44444      "SC"        0.44444      0.055556           0    0.055556           0           0    0.055556     0.44444     0.38889
    "S19/S19GL1/S19GL1SC"           0      "HP"        0.28571       0.19048     0.14286     0.14286     0.28571           0      0.2381           0           0
    "S19/S19MK1/S19MK1SC"           0      "DS"        0.47619             0           0     0.47619     0.33333           0           0           0     0.19048
    "S20/S20MK1/S20MK1SC"     0.10526      "AN"        0.57895       0.57895           0     0.31579           0           0           0     0.10526           0
    "S21/S21MK1/S21MK1SC"           0      "DS"              1             0           0           1           0           0           0           0           0
    "S1/S1GL1/S1GL1SR"              0      "SA"        0.57143      0.095238    0.047619      0.2381    0.047619           0     0.57143           0           0
    "S1/S1HD1/S1HD1SR"              0      "SA"            0.5           0.2        0.05         0.1           0        0.05         0.5         0.1           0
    "S1/S1HD2/S1HD2SR"        0.19048      "SC"        0.52381      0.047619           0           0           0    0.047619     0.19048     0.52381     0.19048
    "S1/S1MK1/S1MK1SR"              0      "SC"        0.47619       0.42857           0           0    0.095238           0           0     0.47619           0
    "S1/S1MK2/S1MK2SR"        0.33333      "SC"        0.47619             0           0    0.047619           0           0     0.14286     0.47619     0.33333
    "S1/S1MK3/S1MK3SR"              0      "DS"        0.52381        0.2381           0     0.52381           0           0           0      0.2381           0
    "S1/S1MK4/S1MK4SR"        0.61905      "SR"        0.61905             0           0    0.047619           0           0           0     0.33333     0.61905
